ID	log2FC	log2CPM	PValue	FDR	level	MeanA	MeanB
Tepidisphaera	18.625	14.638	0.123234059	0.253841383	NotSig	0.04	0
Schlesneria	13.024	8.966	0.123234059	0.253841383	NotSig	0.001	0
Paludibacterium	15.609	11.551	0.123234059	0.253841383	NotSig	0.005	0
Gp21	13.609	9.965	0.123234059	0.253841383	NotSig	0.001	0
Maritalea	13.61	9.966	0.123234059	0.253841383	NotSig	0.001	0
Acetatifactor	14.831	11.55	0.123234059	0.253841383	NotSig	0.003	0
Sinomonas	13.61	9.966	0.123234059	0.253841383	NotSig	0.001	0
Brevibacterium	14.024	10.55	0.123234059	0.253841383	NotSig	0.002	0
Catenisphaera	14.609	11.287	0.123234059	0.253841383	NotSig	0.002	0
Desulfatiferula	13.025	8.967	0.123234059	0.253841383	NotSig	0.001	0
Eisenbergiella	13.61	9.966	0.123234059	0.253841383	NotSig	0.001	0
Candidatus_Cloacamonas	13.024	8.966	0.123234059	0.253841383	NotSig	0.001	0
Parasporobacterium	16.978	13.772	0.123234059	0.253841383	NotSig	0.013	0
Oceanicaulis	13.024	8.966	0.123234059	0.253841383	NotSig	0.001	0
Rehaibacterium	14.61	11.288	0.123234059	0.253841383	NotSig	0.003	0
Psychrobacillus	14.61	11.288	0.123234059	0.253841383	NotSig	0.002	0
Neisseria	13.025	8.967	0.123234059	0.253841383	NotSig	0.001	0
Hydrocarboniphaga	1.575	9.966	0.123274056	0.253841383	NotSig	0.002	0.001
Flavimarina	1.575	9.965	0.123274056	0.253841383	NotSig	0.002	0.001
Dyella	0.629	14.773	0.12395348	0.254102855	NotSig	0.118	0.076
Solimonas	0.838	10.966	0.124111091	0.254102855	NotSig	0.002	0.001
Nevskia	1.253	9.966	0.124113308	0.254102855	NotSig	0.002	0.001
Blastococcus	2.252	8.967	0.124113308	0.254102855	NotSig	0.002	0
Zoogloea	-1.259	16.233	0.127127956	0.259901997	NotSig	0.315	0.754
Leptonema	1.203	13.721	0.127468905	0.260226219	NotSig	0.023	0.01
Shewanella	-0.636	16.27	0.129385756	0.263762106	NotSig	0.158	0.245
Dialister	2.252	11.286	0.129834792	0.264299927	NotSig	0.007	0.001
Alishewanella	3.597	14.58	0.13036518	0.265001583	NotSig	0.055	0.005
Rhizomicrobium	1.438	13.966	0.130763713	0.265433596	NotSig	0.09	0.033
Portibacter	0.939	13.551	0.132105417	0.267776179	NotSig	0.132	0.069
Faecalibacterium	3.449	15.339	0.133070581	0.269334164	NotSig	0.092	0.008
Namhaeicola	-1.256	11.288	0.133251521	0.269334164	NotSig	0.005	0.013
Clostridium_XI	1.838	10.551	0.135284471	0.273056493	NotSig	0.006	0.002
Gp13	-1.794	13.873	0.137836096	0.277813713	NotSig	0.013	0.043
Perlucidibaca	3.814	13.288	0.138052096	0.277856617	NotSig	0.025	0.002
Lishizhenia	1.219	14.251	0.139164352	0.279700747	NotSig	0.035	0.015
Caulobacter	0.141	13.873	0.141024422	0.283040578	NotSig	0.114	0.103
Hirschia	0.619	13.824	0.141611036	0.283818747	NotSig	0.076	0.05
Methylosoma	4.368	15.341	0.143094587	0.286389867	NotSig	0.065	0.003
Thiolamprovum	4.768	15.812	0.146064445	0.291924318	NotSig	0.067	0.002
Thiothrix	-1.008	16.367	0.149824776	0.299020917	NotSig	0.11	0.222
Ferribacterium	0.838	14.489	0.150072793	0.299097592	NotSig	0.114	0.064
Thioprofundum	0.516	13.214	0.150356033	0.299244154	NotSig	0.025	0.017
Puniceicoccus	-2.554	10.55	0.152251345	0.302594247	NotSig	0	0.002
Thiobacter	1.641	15.72	0.153101798	0.303861287	NotSig	0.12	0.038
Atopobium	-0.748	10.967	0.154545232	0.306300064	NotSig	0.004	0.007
Anaerorhabdus	1.446	10.551	0.155464253	0.307694159	NotSig	0.007	0.002
Sulfuriferula	-0.07	10.965	0.155890798	0.308111038	NotSig	0.002	0.002
Gillisia	2.838	11.288	0.159496534	0.314366787	NotSig	0.005	0.001
Pseudoflavonifractor	1.838	9.964	0.159496534	0.314366787	NotSig	0.002	0.001
Desulfosporosinus	1.693	11.288	0.163723377	0.32225277	NotSig	0.008	0.002
Janthinobacterium	4.525	14.693	0.164755151	0.323836916	NotSig	0.024	0.001
Spirillum	0.845	13.136	0.165862275	0.325564602	NotSig	0.04	0.022
Zhizhongheella	0.971	14.873	0.166863881	0.327080712	NotSig	0.272	0.139
Proteocatella	2.116	12.425	0.16762993	0.328131564	NotSig	0.017	0.004
Ignavibacterium	-0.129	12.966	0.168713307	0.329799849	NotSig	0.045	0.05
Ideonella	0.925	15.595	0.174724859	0.340921261	NotSig	0.749	0.394
Gp14	0.725	11.774	0.174880423	0.340921261	NotSig	0.018	0.011
Pseudoalteromonas	-2.137	17.804	0.175494098	0.341650857	NotSig	0.101	0.445
Sulfuritalea	1.028	15.474	0.177469076	0.345025029	NotSig	0.237	0.116
Desulfotomaculum	-0.747	9.967	0.17889911	0.347332014	NotSig	0.004	0.006
Niastella	-1.28	14.096	0.179205801	0.347454726	NotSig	0.028	0.067
Rhodoligotrophos	0.88	11.288	0.182497234	0.353356246	NotSig	0.007	0.004
Saccharopolyspora	-1.747	11.551	0.183825711	0.355446193	NotSig	0.003	0.01
Gallaecimonas	-1.891	15.214	0.184750507	0.35675098	NotSig	0.008	0.029
Syntrophomonas	-1.797	11.551	0.185633855	0.357972313	NotSig	0.003	0.01
Ornithinibacter	0.926	14.096	0.185942943	0.358084452	NotSig	0.046	0.024
Methylovirgula	1.253	11.774	0.187306231	0.360223707	NotSig	0.013	0.006
Aggregicoccus	0.924	11.287	0.18820867	0.361472103	NotSig	0.018	0.009
Anaeromyxobacter	1.383	11.774	0.188546182	0.361633604	NotSig	0.029	0.011
Methylocystis	0.475	13.772	0.190311444	0.364529437	NotSig	0.029	0.021
Gilvimarinus	-12.772	8.966	0.196159222	0.368320868	NotSig	0	0.001
Laceyella	-12.772	8.966	0.196159222	0.368320868	NotSig	0	0.001
Thalassomonas	-12.772	8.966	0.196159222	0.368320868	NotSig	0	0.001
Formosa	-12.771	8.965	0.196159222	0.368320868	NotSig	0	0.001
Fulvibacter	-12.771	8.965	0.196159222	0.368320868	NotSig	0	0.001
Catenibacterium	-12.772	8.966	0.196159222	0.368320868	NotSig	0	0.001
Methylosphaera	-13.357	9.966	0.19616248	0.368320868	NotSig	0	0.001
Cellulosilyticum	-12.772	8.967	0.19616248	0.368320868	NotSig	0	0.001
Mucinivorans	-13.357	9.966	0.19616248	0.368320868	NotSig	0	0.001
Wenxinia	-12.772	8.966	0.19616248	0.368320868	NotSig	0	0.001
Helicobacter	-16.817	13.967	0.19616248	0.368320868	NotSig	0	0.012
Flaviramulus	-12.772	8.967	0.19616248	0.368320868	NotSig	0	0.001
Desulfonauticus	-12.772	8.967	0.19616248	0.368320868	NotSig	0	0.001
Paraprevotella	-17.232	13.921	0.19616248	0.368320868	NotSig	0	0.015
Arcicella	-14.941	11.288	0.19616248	0.368320868	NotSig	0	0.003
Aeromicrobium	0.93	11.288	0.206728963	0.387650762	NotSig	0.007	0.003
Natronoflexus	-1.747	10.551	0.210217784	0.393675561	NotSig	0.001	0.004
Halochromatium	2.251	16.705	0.211775934	0.396073732	NotSig	0.107	0.022
Sulfuricella	3.355	14.095	0.214112136	0.399918871	NotSig	0.043	0.004
Gp22	1.931	11.288	0.216286074	0.403451277	NotSig	0.007	0.002
Kineococcus	-7.205	17.26	0.219070803	0.408112318	NotSig	0.006	0.861
Actinotalea	-2.062	16.242	0.220090126	0.409169161	NotSig	0.035	0.144
Turneriella	0.113	12.551	0.220211574	0.409169161	NotSig	0.025	0.023
Psychroserpens	-0.162	11.551	0.222443796	0.412779319	NotSig	0.004	0.004
Fulvivirga	1.575	12.288	0.223883445	0.414592941	NotSig	0.015	0.005
Laribacter	-1.126	9.966	0.224002212	0.414592941	NotSig	0.002	0.005
Paludibacter	0.87	14.58	0.225189597	0.41625072	NotSig	0.084	0.046
Phaeodactylibacter	-0.022	15.836	0.226257636	0.417683889	NotSig	0.185	0.187
Pseudooctadecabacter	2.383	13.053	0.228081797	0.420312337	NotSig	0.058	0.011
Formivibrio	1.598	14.773	0.228270541	0.420312337	NotSig	0.065	0.021
Algibacter	0.738	9.965	0.228708321	0.42057574	NotSig	0.003	0.002
Kaistia	1.516	10.967	0.230021613	0.422446387	NotSig	0.005	0.002
Desulfobulbus	1.182	13.873	0.231100625	0.423882508	NotSig	0.099	0.044
Alkalispirillum	9.404	17.25	0.232529322	0.42595551	NotSig	0.237	0
Nakamurella	-1.332	8.967	0.233013209	0.426294678	NotSig	0.001	0.002
Maricaulis	3.253	11.288	0.234032915	0.427065179	NotSig	0.003	0
Providencia	4.423	12.873	0.234032915	0.427065179	NotSig	0.007	0
Dongia	0.253	11.966	0.235778196	0.429460456	NotSig	0.04	0.033
Falsirhodobacter	1.101	9.966	0.235947441	0.429460456	NotSig	0.004	0.002
Marmoricola	1.838	8.966	0.237048727	0.43091533	NotSig	0.001	0
Caminibacter	-1.332	8.967	0.238422762	0.431806838	NotSig	0.001	0.002
Paraperlucidibaca	1.223	12.288	0.23845007	0.431806838	NotSig	0.02	0.008
Acidaminobacter	1.837	8.966	0.238585059	0.431806838	NotSig	0.001	0
Kangiella	2.089	11.964	0.238749541	0.431806838	NotSig	0.01	0.002
Alloprevotella	0.252	11.551	0.241664748	0.43652607	NotSig	0.002	0.002
Soehngenia	-0.584	11.773	0.244090443	0.440350268	NotSig	0.006	0.009
Thermodesulfovibrio	-1.747	8.966	0.24492193	0.441292416	NotSig	0	0.001
Rhodovulum	4.599	16.085	0.246607949	0.443769916	NotSig	0.28	0.012
Bordetella	-1.747	8.966	0.247704465	0.444837454	NotSig	0	0.001
Geodermatophilus	-0.645	12.287	0.248043594	0.444837454	NotSig	0.018	0.029
Gemmata	2.868	14.873	0.248394027	0.444837454	NotSig	0.041	0.006
Labrenzia	1.767	11.551	0.248448108	0.444837454	NotSig	0.008	0.002
Desulfomonile	-0.303	11.551	0.249260886	0.445733438	NotSig	0.014	0.017
Methanoregula	-0.376	10.55	0.251710289	0.449550166	NotSig	0.005	0.006
Oleiphilus	-0.364	11.288	0.253039026	0.451358362	NotSig	0.012	0.016
Rhodothermus	2.22	13.425	0.253695704	0.451964756	NotSig	0.018	0.004
Halobacteriovorax	0.909	14.551	0.254728467	0.453238805	NotSig	0.082	0.044
Microbulbifer	2.34	14.693	0.255898926	0.45475438	NotSig	0.035	0.007
Bradyrhizobium	1.812	15.734	0.256519241	0.455289748	NotSig	0.093	0.027
Litorilinea	1.223	14.252	0.262921114	0.460818914	NotSig	0.08	0.034
Desulfatibacillum	-0.11	10.967	0.266308114	0.460818914	NotSig	0.006	0.006
Kordiimonas	12.026	8.967	0.278364334	0.460818914	NotSig	0	0
Gilvibacter	13.025	9.966	0.278364334	0.460818914	NotSig	0.001	0
Oxobacter	12.024	8.965	0.278364334	0.460818914	NotSig	0	0
Denitratisoma	13.025	9.966	0.278364334	0.460818914	NotSig	0.001	0
Pseudofulvibacter	12.026	8.967	0.278364334	0.460818914	NotSig	0	0
Leucothrix	12.025	8.966	0.278364334	0.460818914	NotSig	0	0
Psychromonas	12.025	8.966	0.278364334	0.460818914	NotSig	0	0
Pseudovibrio	12.025	8.966	0.278364334	0.460818914	NotSig	0	0
Pararhodospirillum	12.025	8.966	0.278364334	0.460818914	NotSig	0	0
Rhodobium	13.025	9.966	0.278364334	0.460818914	NotSig	0.001	0
Melioribacter	12.025	8.966	0.278364334	0.460818914	NotSig	0	0
Tissierella	12.024	8.965	0.278364334	0.460818914	NotSig	0	0
Terasakiella	12.025	8.966	0.278364334	0.460818914	NotSig	0	0
Desulfovirgula	12.024	8.965	0.278364334	0.460818914	NotSig	0	0
Cohnella	13.025	9.966	0.278364334	0.460818914	NotSig	0.001	0
Pectinatus	12.024	8.965	0.278364334	0.460818914	NotSig	0	0
Saccharomonospora	12.026	8.967	0.278364334	0.460818914	NotSig	0	0
Oceanisphaera	12.026	8.967	0.278364334	0.460818914	NotSig	0	0
Rhodocytophaga	13.61	10.551	0.278364334	0.460818914	NotSig	0.001	0
Desulfonatronobacter	12.024	8.965	0.278364334	0.460818914	NotSig	0	0
Dendrosporobacter	12.026	8.967	0.278364334	0.460818914	NotSig	0	0
Poribacteria_genera_incertae_sedis	12.025	8.966	0.278364334	0.460818914	NotSig	0	0
Geoalkalibacter	12.026	8.967	0.278364334	0.460818914	NotSig	0	0
Armatimonadetes_gp7	12.025	8.966	0.278364334	0.460818914	NotSig	0	0
Jonquetella	12.024	8.965	0.278364334	0.460818914	NotSig	0	0
Kiloniella	12.024	8.964	0.278364334	0.460818914	NotSig	0	0
Weissella	12.025	8.966	0.278364334	0.460818914	NotSig	0	0
Robiginitomaculum	12.025	8.966	0.278364334	0.460818914	NotSig	0	0
Tropicimonas	12.025	8.966	0.278364334	0.460818914	NotSig	0	0
Sinibacillus	12.025	8.966	0.278364334	0.460818914	NotSig	0	0
Vagococcus	13.025	9.966	0.278364334	0.460818914	NotSig	0.001	0
Tessaracoccus	13.025	9.966	0.278364334	0.460818914	NotSig	0.001	0
Sabulilitoribacter	13.025	9.966	0.278364334	0.460818914	NotSig	0.001	0
Rudaea	13.025	9.966	0.278364334	0.460818914	NotSig	0.001	0
Glycocaulis	13.025	9.966	0.278364334	0.460818914	NotSig	0.001	0
Gracilibacillus	12.025	8.966	0.278364334	0.460818914	NotSig	0	0
Fontimonas	12.026	8.967	0.278364334	0.460818914	NotSig	0	0
Buchnera	12.025	8.966	0.278364334	0.460818914	NotSig	0	0
Hanstruepera	12.025	8.966	0.278364334	0.460818914	NotSig	0	0
Hazenella	14.347	11.288	0.278364334	0.460818914	NotSig	0.002	0
Holdemanella	14.347	11.288	0.278364334	0.460818914	NotSig	0.002	0
Catenococcus	12.025	8.966	0.278364334	0.460818914	NotSig	0	0
Compostibacillus	12.024	8.965	0.278364334	0.460818914	NotSig	0	0
Flagellimonas	12.024	8.965	0.278364334	0.460818914	NotSig	0	0
Fastidiosipila	12.024	8.965	0.278364334	0.460818914	NotSig	0	0
Desulfotalea	12.026	8.967	0.278364334	0.460818914	NotSig	0	0
Desulfovermiculus	12.025	8.966	0.278364334	0.460818914	NotSig	0	0
Paraoerskovia	12.026	8.967	0.278364334	0.460818914	NotSig	0	0
Peptostreptococcus	12.024	8.965	0.278364334	0.460818914	NotSig	0	0
Anaerosalibacter	13.025	9.966	0.278364334	0.460818914	NotSig	0.001	0
Allocatelliglobosispora	12.024	8.965	0.278364334	0.460818914	NotSig	0	0
Allokutzneria	12.024	8.965	0.278364334	0.460818914	NotSig	0	0
Porphyromonas	12.025	8.966	0.278364334	0.460818914	NotSig	0	0
Melghirimyces	12.026	8.967	0.278364334	0.460818914	NotSig	0	0
Methyloferula	12.024	8.965	0.278364334	0.460818914	NotSig	0	0
Marinilabilia	14.831	11.772	0.278364334	0.460818914	NotSig	0.003	0
Malikia	-6.458	16.505	0.279600062	0.462328261	NotSig	0.005	0.44
Enhygromyxa	0.106	13.288	0.285615869	0.471728987	NotSig	0.05	0.047
Conexibacter	0.441	14.943	0.286885658	0.473278421	NotSig	0.055	0.04
Olleya	2.06	9.966	0.287562273	0.473846839	NotSig	0.003	0.001
Sporacetigenium	2.06	10.965	0.288988418	0.475089549	NotSig	0.003	0.001
Thiodictyon	-0.484	10.551	0.289240585	0.475089549	NotSig	0.004	0.005
Novispirillum	0.254	11.774	0.289315219	0.475089549	NotSig	0.007	0.006
Acidiferrobacter	2.423	10.966	0.290425282	0.476364226	NotSig	0.004	0.001
Methylocaldum	3.421	12.666	0.291862165	0.478171423	NotSig	0.007	0.001
Thalassotalea	1.253	8.966	0.297622933	0.487050373	NotSig	0.002	0.001
Nocardia	0.989	9.967	0.300588589	0.49134011	NotSig	0.002	0.001
Subdivision5_genera_incertae_sedis	0.379	9.966	0.304517786	0.497193228	NotSig	0.005	0.004
Salinibacter	3.488	14.988	0.306271459	0.499484996	NotSig	0.141	0.013
Tardiphaga	1.251	8.967	0.309493225	0.504163051	NotSig	0.002	0.001
Elizabethkingia	1.079	13.358	0.310199446	0.504737297	NotSig	0.016	0.008
Syntrophus	-0.217	11.55	0.31113659	0.505685551	NotSig	0.005	0.006
Lucibacterium	0.316	11.551	0.311621646	0.505897712	NotSig	0.02	0.016
Obesumbacterium	4.878	13.053	0.312812232	0.507253471	NotSig	0.031	0.001
Tabrizicola	-1.15	12.136	0.316216558	0.511901182	NotSig	0.006	0.013
Thiogranum	0.991	8.967	0.316753649	0.511901182	NotSig	0.002	0.001
Leptolinea	3.253	12.551	0.31675455	0.511901182	NotSig	0.01	0.001
Thalassospira	1.668	10.549	0.320740278	0.517756082	NotSig	0.003	0.001
Sorangium	0.06	10.966	0.327092376	0.527413356	NotSig	0.003	0.003
Paenibacillus	-0.847	13.288	0.33008119	0.531119873	NotSig	0.017	0.031
Pelobacter	0.99	8.966	0.330135478	0.531119873	NotSig	0.002	0.001
Rubritepida	2.285	12.773	0.333660194	0.535035348	NotSig	0.019	0.004
Aequorivita	0.931	10.965	0.334250523	0.535035348	NotSig	0.003	0.002
Streptococcus	1.076	11.287	0.334291189	0.535035348	NotSig	0.01	0.005
Stella	-1.612	12.666	0.334345597	0.535035348	NotSig	0.006	0.018
Photorhabdus	2.199	11.966	0.334443959	0.535035348	NotSig	0.011	0.002
Rhodopila	2.686	12.288	0.336517185	0.537162737	NotSig	0.011	0.002
Persicobacter	1.954	11.288	0.336903048	0.537162737	NotSig	0.005	0.001
Oleibacter	2.39	12.551	0.336903048	0.537162737	NotSig	0.009	0.002
Eionea	0.905	9.966	0.33874105	0.53949049	NotSig	0.005	0.002
Methyloversatilis	1.635	14.848	0.339305501	0.539787013	NotSig	0.127	0.041
Roseivirga	-0.978	13.966	0.342597016	0.544416416	NotSig	0.03	0.059
Sphaerobacter	-1.07	8.967	0.34732411	0.551314243	NotSig	0.001	0.002
Marinomonas	-0.405	14.136	0.352314399	0.557889508	NotSig	0.11	0.145
Cupriavidus	-1.391	10.967	0.352445692	0.557889508	NotSig	0.003	0.009
Nitrosomonas	0.077	13.61	0.352639339	0.557889508	NotSig	0.074	0.07
Thalassolituus	0.369	11.773	0.356271227	0.559266615	NotSig	0.005	0.004
Caldilinea	-0.248	14.251	0.357054451	0.559266615	NotSig	0.017	0.02
Fodinicurvata	-1.053	11.288	0.358659879	0.559266615	NotSig	0.008	0.016
Roseococcus	-1.949	11.773	0.359870607	0.559266615	NotSig	0.004	0.016
Longilinea	1.111	12.136	0.361242252	0.559266615	NotSig	0.024	0.011
Ornatilinea	1.368	12.55	0.362415291	0.559266615	NotSig	0.011	0.004
Sulfurovum	1.368	10.966	0.362849146	0.559266615	NotSig	0.005	0.002
Salinisphaera	-11.772	8.966	0.36365456	0.559266615	NotSig	0	0
Marinifilum	-11.771	8.964	0.36365456	0.559266615	NotSig	0	0
Sedimenticola	-11.773	8.967	0.36365456	0.559266615	NotSig	0	0
Candidatus_Anammoxoglobus	-11.772	8.966	0.36365456	0.559266615	NotSig	0	0
Telmatospirillum	-11.771	8.965	0.36365456	0.559266615	NotSig	0	0
Roseivivax	-11.772	8.966	0.36365456	0.559266615	NotSig	0	0
Pseudoxanthobacter	-11.772	8.966	0.36365456	0.559266615	NotSig	0	0
Perspicuibacter	-11.772	8.966	0.36365456	0.559266615	NotSig	0	0
Desulfuribacillus	-16.527	13.721	0.36365456	0.559266615	NotSig	0	0.009
Acetivibrio	-11.772	8.966	0.36365456	0.559266615	NotSig	0	0
Saccharibacter	-11.772	8.966	0.36365456	0.559266615	NotSig	0	0
Celeribacter	-11.772	8.966	0.36365456	0.559266615	NotSig	0	0
Desulfofrigus	-11.772	8.966	0.36365456	0.559266615	NotSig	0	0
Amylibacter	-11.771	8.965	0.36365456	0.559266615	NotSig	0	0
Persephonella	-17.63	14.824	0.36365456	0.559266615	NotSig	0	0.02
Psychrosphaera	-12.772	9.966	0.36365456	0.559266615	NotSig	0	0.001
Pleionea	-11.772	8.966	0.36365456	0.559266615	NotSig	0	0
Motiliproteus	-11.771	8.965	0.36365456	0.559266615	NotSig	0	0
Acidovorax	0.936	17.114	0.363699663	0.559266615	NotSig	0.918	0.48
Lactococcus	1.712	11.773	0.364134681	0.55933282	NotSig	0.009	0.003
Armatimonadetes_gp6	1.101	11.966	0.367136356	0.563337183	NotSig	0.004	0.002
Sphaerotilus	0.088	15.032	0.368554951	0.564906461	NotSig	0.106	0.1
Geothrix	2.117	13.72	0.370627298	0.567473341	NotSig	0.042	0.01
Iamia	0.776	12.551	0.373429011	0.571150266	NotSig	0.01	0.006
Runella	-0.597	13.136	0.373944285	0.571326011	NotSig	0.032	0.048
Azovibrio	0.201	13.214	0.374385169	0.571387847	NotSig	0.057	0.049
Byssovorax	1.882	14.053	0.377326702	0.57526197	NotSig	0.07	0.019
Andreprevotia	0.012	11.55	0.382648246	0.582515466	NotSig	0.009	0.009
Empedobacter	0.821	13.288	0.382900846	0.582515466	NotSig	0.018	0.01
Alcanivorax	-0.014	13.49	0.383548527	0.582879391	NotSig	0.045	0.045
Oceanicola	0.575	12.551	0.384599178	0.583854285	NotSig	0.013	0.008
Acetobacterium	-1.017	11.773	0.387288727	0.587312448	NotSig	0.007	0.014
Fulvimonas	0.555	10.967	0.388701532	0.588829179	NotSig	0.022	0.015
Desulfuromusa	-0.384	10.966	0.389128083	0.588850238	NotSig	0.004	0.005
Saccharicrinis	1.044	12.966	0.394082279	0.595715479	NotSig	0.027	0.013
Desulfosalsimonas	-0.747	10.551	0.396561035	0.598828145	NotSig	0.003	0.005
Inhella	0.572	13.774	0.400263902	0.603636707	NotSig	0.093	0.062
Acidicaldus	0.649	11.288	0.400591423	0.603636707	NotSig	0.01	0.007
Prosthecomicrobium	0.128	10.551	0.402690944	0.606160313	NotSig	0.005	0.004
Sandarakinorhabdus	-0.042	14.694	0.409496122	0.615754442	NotSig	0.097	0.1
Neptunomonas	-0.746	9.967	0.413548089	0.621192762	NotSig	0.001	0.001
Oleiagrimonas	3.55	17.798	0.418591772	0.628107738	NotSig	0.537	0.046
Desulfobacterium	2.368	13.358	0.429369401	0.643603083	NotSig	0.032	0.006
Roseimicrobium	0.284	11.551	0.433461754	0.649055532	NotSig	0.02	0.016
Singulisphaera	0.475	11.288	0.439112701	0.656827909	NotSig	0.012	0.008
Fluviimonas	1.694	15.075	0.441867482	0.660205929	NotSig	0.071	0.022
Rhodoplanes	0.346	12.666	0.442296334	0.660205929	NotSig	0.02	0.016
Moraxella	0.219	12.873	0.445744017	0.664656962	NotSig	0.035	0.03
Brevibacillus	-0.748	9.967	0.447446904	0.666499721	NotSig	0.002	0.003
Thauera	1.204	14.694	0.44934738	0.66863265	NotSig	0.109	0.047
Escherichia/Shigella	2.207	14.01	0.458304074	0.678122454	NotSig	0.026	0.006
Nibribacter	-0.747	8.967	0.45834058	0.678122454	NotSig	0.001	0.002
Dactylosporangium	1.254	8.966	0.45999959	0.678122454	NotSig	0.001	0
Tistrella	1.254	8.967	0.460001777	0.678122454	NotSig	0.001	0
Saccharophagus	1.838	9.966	0.460001777	0.678122454	NotSig	0.001	0
Haemophilus	1.837	9.965	0.460001777	0.678122454	NotSig	0.001	0
Lysinibacillus	5.008	13.666	0.460001777	0.678122454	NotSig	0.011	0
Shimia	1.839	9.966	0.460001777	0.678122454	NotSig	0.001	0
Phytohabitans	2.573	10.55	0.460001777	0.678122454	NotSig	0.002	0
Zavarzinella	1.31	13.72	0.461891109	0.679979164	NotSig	0.075	0.03
Echinicola	3.423	11.966	0.462690798	0.679979164	NotSig	0.004	0
Corallococcus	1.837	9.965	0.462690798	0.679979164	NotSig	0.001	0
Roseibium	1.253	8.966	0.465384239	0.681144333	NotSig	0.001	0
Oceanibacterium	1.837	9.966	0.46539294	0.681144333	NotSig	0.001	0
Chromohalobacter	2.837	11.288	0.46539294	0.681144333	NotSig	0.002	0
Ancylobacter	3.422	11.966	0.46539294	0.681144333	NotSig	0.004	0
Candidatus_Solibacter	1.252	8.966	0.468099465	0.682306371	NotSig	0.001	0
Domibacillus	1.252	8.966	0.468099465	0.682306371	NotSig	0.001	0
Intrasporangium	1.252	8.966	0.468099465	0.682306371	NotSig	0.001	0
Oxalicibacterium	1.252	8.966	0.468099465	0.682306371	NotSig	0.001	0
Marinobacter	1.246	14.212	0.469215606	0.683235377	NotSig	0.081	0.034
Sporichthya	1.186	10.965	0.469974351	0.683474752	NotSig	0.009	0.004
Parabacteroides	1.475	13.72	0.470615033	0.683474752	NotSig	0.076	0.027
Kribbella	1.252	8.967	0.470816875	0.683474752	NotSig	0.001	0
Chiayiivirga	-0.39	10.967	0.473497953	0.686668271	NotSig	0.007	0.009
Aquisphaera	1.073	14.424	0.474243893	0.686832563	NotSig	0.035	0.016
Lautropia	-0.847	10.551	0.474573866	0.686832563	NotSig	0.003	0.005
Thiohalobacter	1.186	10.967	0.479896881	0.693832674	NotSig	0.009	0.004
Methylomicrobium	1.042	12.666	0.488561769	0.70564539	NotSig	0.016	0.008
Jahnella	2.253	13.358	0.493883001	0.71260975	NotSig	0.028	0.006
Gp10	1.988	15.195	0.497148565	0.716536538	NotSig	0.101	0.026
Marivita	0.151	12.873	0.497608766	0.716536538	NotSig	0.028	0.026
Methylibium	1.353	11.551	0.498833085	0.717575416	NotSig	0.006	0.002
Litoreibacter	1.974	14.214	0.505268024	0.726100171	NotSig	0.051	0.013
Labrys	0.839	8.966	0.506726186	0.727463046	NotSig	0.001	0.001
Terrabacter	-1.156	15.441	0.511723662	0.733899162	NotSig	0.024	0.054
Magnetospirillum	2.253	11.288	0.513355592	0.735500431	NotSig	0.003	0.001
Actinocorallia	1.712	11.965	0.514404297	0.736263723	NotSig	0.009	0.003
Caldibacillus	1.253	9.966	0.517795608	0.739633966	NotSig	0.002	0.001
Cloacibacillus	0.669	9.967	0.517795608	0.739633966	NotSig	0.002	0.001
Desulfonatronum	0.838	8.966	0.522251809	0.745253331	NotSig	0.001	0.001
Micromonospora	1.16	11.288	0.523570053	0.746388077	NotSig	0.006	0.003
Turicibacter	0.99	10.966	0.524481364	0.746941025	NotSig	0.006	0.003
Algimonas	-2.207	11.288	0.529166259	0.752861667	NotSig	0.001	0.004
Phaselicystis	2.523	15.945	0.533662172	0.758501911	NotSig	0.09	0.016
Polaribacter	1.838	11.288	0.536086796	0.761189908	NotSig	0.004	0.001
Flectobacillus	-1.799	17.616	0.538585776	0.763249035	NotSig	0.132	0.458
Maritimimonas	-0.747	8.966	0.539504545	0.763249035	NotSig	0.001	0.001
Gaiella	0.373	13.425	0.539535307	0.763249035	NotSig	0.021	0.016
Haliangium	0.052	14.288	0.539676437	0.763249035	NotSig	0.075	0.073
Wandonia	-2.633	17.306	0.543063952	0.767279464	NotSig	0.019	0.119
Chitinibacter	1.952	14.721	0.547744106	0.773126448	NotSig	0.088	0.023
Rhizobacter	0.821	15.897	0.552353846	0.778862587	NotSig	0.337	0.191
Leifsonia	-0.113	13.873	0.554384254	0.780953929	NotSig	0.035	0.037
Herbaspirillum	0.738	12.135	0.562287829	0.791306442	NotSig	0.015	0.009
Sphingobacterium	2.916	16.165	0.570755135	0.802431111	NotSig	0.087	0.012
Rubritalea	1.216	14.01	0.572842066	0.804572469	NotSig	0.064	0.028
Albidovulum	0.767	16.367	0.582696359	0.817608362	NotSig	0.575	0.338
Ramlibacter	0.258	17.953	0.58912035	0.825272655	NotSig	0.825	0.69
Bifidobacterium	-0.232	10.966	0.589871997	0.825272655	NotSig	0.006	0.007
Parasutterella	0.041	11.549	0.589893559	0.825272655	NotSig	0.008	0.008
Kinneretia	-0.737	13.552	0.609534267	0.85191518	NotSig	0.029	0.048
Caenispirillum	0.445	11.966	0.616093735	0.86024047	NotSig	0.01	0.007
